time_per_page,scroll_speed,number_of_re_reads,backtracking_count,quiz_hesitation_time,quiz_attempts,quiz_accuracy,session_duration,cognitive_load
290.9,101,3,4,34.3,2,59.4,1151,HIGH
198.1,134.1,7,2,18,4,61.8,1550,HIGH
110.6,224.1,2,2,19.9,2,90,784,MEDIUM
126.3,146.5,3,1,23.4,2,60.5,1063,MEDIUM
98.1,282.1,1,3,19.1,1,50.5,985,MEDIUM
76.1,221.4,1,1,16.4,1,74.2,665,MEDIUM
253.6,90.7,3,5,63.5,3,50.7,993,HIGH
240.6,149.7,5,2,33.1,3,25.1,1170,HIGH
55.3,370,0,0,3.7,1,100,404,LOW
186.3,244.4,3,1,17.4,1,90,618,MEDIUM
30.9,344.7,0,1,7.3,1,92.4,676,LOW
251.1,87.9,5,4,39,3,55,1401,HIGH
303.7,54.2,5,6,48,2,37.7,899,HIGH
73,470.7,0,0,8.8,1,86.4,411,MEDIUM
312.8,124.3,7,4,56.4,2,41.7,1446,HIGH
140,116.2,4,5,59.7,3,29.4,946,MEDIUM
126.1,186.7,4,1,9.5,1,75.4,517,MEDIUM
137.8,200.1,1,0,17.7,1,78.2,828,MEDIUM
134.2,200.2,2,0,12.2,1,62.4,367,MEDIUM
204.1,105.1,5,6,37.3,3,42.7,1549,HIGH
202.4,238.5,1,0,15.9,2,70.6,976,MEDIUM
40,466.5,1,0,8.1,1,91.6,413,MEDIUM
224.7,108.7,5,4,33.1,2,36.4,1632,HIGH
47.7,380.9,0,0,6.8,1,88,601,LOW
156.7,75,4,4,42.5,4,34.8,1236,HIGH
95.1,178.6,3,2,14.1,1,62.2,250,MEDIUM
226.2,59,4,6,22.2,2,47.9,1387,HIGH
64.1,343.1,2,0,6.1,1,100,480,LOW
136,180.1,1,1,14.2,2,80.6,588,MEDIUM
54.3,458.6,1,0,8.7,1,84.7,624,LOW
164.7,303.4,1,1,26.5,2,60.7,983,MEDIUM
61,394.4,0,0,8.4,1,79.7,315,LOW
64.7,355.6,0,0,11.9,1,94.8,295,LOW
203.3,133.6,2,2,14.3,1,67.6,760,MEDIUM
344.1,106.7,4,2,26.1,3,57.5,991,HIGH
159.5,232.9,1,2,9,1,50.5,562,MEDIUM
90.4,346.3,0,0,5.9,1,99,366,LOW
237,111.3,6,2,32.8,3,66,1501,HIGH
126.6,210,1,2,20.4,1,75.5,540,MEDIUM
72.7,357.1,0,0,9.9,1,100,551,LOW
186.7,104.5,5,4,30,3,25.9,2011,HIGH
160.6,129.4,1,2,21.7,1,70.8,851,MEDIUM
130.2,217.5,1,0,17.6,1,66.8,766,MEDIUM
149.1,261.6,2,0,15.9,1,63,779,MEDIUM
56.7,200.6,0,2,8.9,1,84.1,235,LOW
97.8,239.7,1,0,2,1,100,383,LOW
192.2,155.2,2,1,7.6,1,87.9,703,MEDIUM
279.9,121.2,6,5,32.7,2,20.1,1281,HIGH
117.2,197.4,2,0,26.4,2,68.4,950,HIGH
76.3,424.5,1,0,5.7,1,85.9,493,LOW
63.2,374.9,0,1,9.8,1,97.1,219,LOW
71.9,494.3,1,1,8.7,1,96.8,258,LOW
96.2,472.3,0,0,2.5,1,96.3,207,LOW
98.6,170.9,4,1,21.3,2,69.6,595,MEDIUM
173.1,249.9,4,1,25.2,1,63.5,362,MEDIUM
229.3,58.6,6,2,32.8,3,35.7,1349,HIGH
220.4,127.5,7,2,45.4,2,40.4,660,MEDIUM
290.8,99.6,6,6,38.6,3,41.5,1459,HIGH
240.8,121.6,6,3,55.4,3,42.3,1459,HIGH
152.9,176.7,2,1,9.5,2,66.5,893,MEDIUM
87.4,249,4,2,20.7,2,71.6,1006,MEDIUM
70.2,556.7,0,0,3.2,1,92.8,428,LOW
187.6,120.6,6,5,22.5,4,43.3,1756,HIGH
256.8,66.5,3,4,41.9,3,44,1414,HIGH
79.3,516.9,0,1,3.2,1,94.3,101,LOW
149.6,164,3,2,9,1,66.1,552,MEDIUM
61.2,417.8,2,0,10.5,1,100,579,LOW
118.1,202.8,1,2,12.7,2,74,992,MEDIUM
123.6,200.4,2,3,7,2,72.9,1050,MEDIUM
134.4,265.7,3,3,31.8,1,81.6,1017,MEDIUM
79.7,409.8,0,0,4.3,1,99.5,392,LOW
192.1,77.9,5,4,43.7,4,53.4,1817,HIGH
195.1,189.3,3,1,13.7,1,87.4,633,MEDIUM
162.4,140.7,3,1,24.8,1,76.5,741,MEDIUM
49.3,436.2,0,0,6,1,97,346,LOW
253.4,91.1,6,4,47.5,3,46.4,500,HIGH
55.4,426.8,1,0,1.5,1,100,368,LOW
82.5,342.1,0,0,11,1,87.2,441,LOW
90.6,141.4,1,0,7,2,69.5,738,MEDIUM
42.8,482.5,0,0,4.1,1,87.6,702,LOW
172.9,193.9,2,3,12.9,1,75.2,900,MEDIUM
96,408.8,0,0,6.9,1,91.7,571,LOW
242.6,95,5,2,56.3,2,54.2,1639,HIGH
98.7,229.8,1,2,7.6,2,79.1,875,MEDIUM
154,244.8,2,1,22.5,2,66.3,727,MEDIUM
181.1,242.6,2,3,14.6,2,55.3,663,MEDIUM
44,267.1,0,0,6.5,1,100,374,LOW
316.7,112.2,8,3,50,3,47,1245,HIGH
127.6,136.6,3,0,16.2,1,84.8,995,MEDIUM
101.8,322,0,2,4.9,1,93.7,293,LOW
35.2,437.5,0,0,7.9,1,82.1,141,LOW
111.9,211.8,2,1,12.1,1,80.9,930,MEDIUM
133,201.5,3,2,26.9,1,71.5,1156,MEDIUM
194.3,223.5,2,0,7,1,69.8,1124,MEDIUM
229.7,234.9,4,2,24.1,1,79.1,578,MEDIUM
139.5,174.2,1,1,12.5,2,69.7,1089,MEDIUM
151.8,142.8,2,0,21.1,1,49.4,880,MEDIUM
266.8,103,6,6,26.2,2,35.3,1601,HIGH
85.4,205,0,0,8.7,1,86.6,444,LOW
173.1,127.5,5,4,39.7,5,68,662,HIGH
134.7,169.2,1,2,7,2,68,742,MEDIUM
315.5,73,3,6,48.9,4,53.2,1249,HIGH
60.2,318.1,0,1,4.9,1,85.8,515,LOW
122.8,144.6,4,3,24.3,2,79.3,783,MEDIUM
349.3,87.3,3,2,54.2,2,59.6,1316,HIGH
73.4,388.4,1,0,2.5,1,87.1,443,LOW
271.9,97.9,3,4,21.3,5,58.6,1109,HIGH
153.7,112.5,1,2,25.4,2,81.4,572,MEDIUM
161.7,246.7,3,1,22.8,1,53.9,824,MEDIUM
176.3,80.9,5,2,31.8,2,29,1494,HIGH
70,178.3,2,0,13.9,1,86.9,765,MEDIUM
73.1,315.9,1,0,5.2,1,90.1,470,LOW
204.8,308.9,2,0,19.2,1,62.4,1114,MEDIUM
156.6,243.4,3,1,18,1,64.7,694,MEDIUM
83.1,239.3,3,0,11.4,2,85.1,871,MEDIUM
146.6,169.4,3,1,16.6,1,65,1018,MEDIUM
64.7,360.8,1,0,6.5,1,89.2,424,LOW
47.6,354.1,1,0,14.7,1,89.2,411,LOW
107.8,141.2,3,1,18.9,1,73.5,730,MEDIUM
103.9,537.7,1,1,6.3,1,100,628,MEDIUM
206.1,127.9,2,3,7.6,1,81.9,490,MEDIUM
68.6,444.7,2,0,2.6,1,89.9,253,LOW
26.9,504,1,0,5.7,1,81.8,218,LOW
80.7,339.2,0,1,9,1,100,554,LOW
130,210.1,1,2,20.8,1,74.3,849,MEDIUM
165.4,115.7,2,1,34.6,1,69.9,805,MEDIUM
37.9,484.8,1,0,1.5,1,92.8,441,LOW
327.1,110.1,3,3,36.6,2,51.6,974,HIGH
57.1,457.1,1,0,8.4,1,92.6,642,LOW
293.1,125.8,6,2,55.2,2,39,1098,HIGH
158,135.6,4,0,11.3,2,75.8,690,MEDIUM
235.6,69.8,5,2,34.2,3,23.9,1256,HIGH
174.5,89.5,3,5,37.2,4,27,1218,HIGH
255.6,69,3,7,31.6,2,32.4,940,HIGH
120.1,207.4,1,0,25.6,2,67.6,466,MEDIUM
126.2,181.5,2,3,22.6,1,76.9,603,HIGH
66.8,403.1,0,2,4,1,85.8,512,LOW
110.7,233.5,2,0,16.8,1,87.2,665,MEDIUM
252.5,48.8,5,3,37.3,2,39.4,1548,HIGH
262.5,82,6,2,31.9,2,59.2,1221,HIGH
126.9,158.9,2,2,11.9,1,79.2,962,MEDIUM
299.5,65.1,5,4,38.6,2,45.7,1600,HIGH
279.7,88.5,3,4,18,3,50.3,1063,HIGH
72.2,430,0,0,5.1,1,87.8,514,LOW
246.7,92.3,6,4,59.5,4,45,861,MEDIUM
272.5,109.5,3,5,46.8,2,50.4,756,HIGH
184.6,202,2,3,11.6,1,61.6,879,MEDIUM
32.6,446.2,0,0,4.7,1,100,147,LOW
148.5,104.3,1,0,17.5,1,87.4,940,MEDIUM
44.1,410.8,1,0,5.3,1,81.5,464,LOW
306.2,94.8,3,3,32.6,2,60.7,1124,HIGH
158,239.5,2,0,19.9,1,67,1023,MEDIUM
170.9,161.4,2,2,25.1,1,82.8,730,MEDIUM
92.3,121.4,2,1,24.2,2,89.8,627,MEDIUM
233.9,99.5,5,2,18,3,32.6,1319,HIGH
31.2,362.7,0,0,6.8,1,100,442,LOW
148.3,265.4,1,2,9.1,1,69.2,527,MEDIUM
121.3,195.8,3,1,13.3,1,79.4,737,MEDIUM
194.2,166.3,1,2,9.6,1,67.7,578,MEDIUM
165,154.2,3,2,19.9,3,51.5,556,MEDIUM
247.8,71.4,7,4,27.6,4,33.5,1193,HIGH
47.5,377.4,0,0,5,1,96.6,573,LOW
159.1,200.9,2,3,11.2,1,90,1035,MEDIUM
90.2,259.9,0,1,5.9,1,88.3,376,LOW
341.6,82.4,6,4,20.5,2,31.3,1323,HIGH
224.3,109.3,6,3,32.8,3,26.7,1560,HIGH
46.7,456,0,0,6.7,1,91.9,457,LOW
118.9,218.7,4,2,24.1,1,64.8,672,MEDIUM
54.2,408.3,0,0,8.7,1,90.4,205,LOW
59.9,291.8,1,0,8.4,1,85.5,302,LOW
97.6,250.5,4,2,16.7,1,72.4,809,MEDIUM
68.2,448.5,1,0,8.9,1,85.5,227,LOW
98.7,254.2,3,2,16.2,1,70.3,787,MEDIUM
56.8,416.8,1,0,3.7,1,100,629,LOW
189.4,54.3,5,5,46.6,5,38.1,1615,HIGH
262.8,116.6,7,3,34.9,2,53.4,652,HIGH
51.2,371,0,0,5.3,1,93.8,484,LOW
131.8,170.9,2,1,7,1,59.2,1049,MEDIUM
238.7,81.4,3,5,18,2,22.7,925,HIGH
92.6,406.2,0,0,5,1,100,350,LOW
258.9,67.1,4,5,34.5,3,43.2,1462,HIGH
137.6,232.3,3,1,16.4,1,77.8,708,MEDIUM
133.8,227.1,2,3,10.4,1,75.9,699,MEDIUM
180.4,58.9,5,3,52.9,3,40.7,1052,HIGH
190.2,231,1,1,18.7,1,78.6,901,MEDIUM
84.8,328.7,0,0,7.4,1,92.5,530,LOW
144.7,236.4,1,0,7,1,73,1180,HIGH
174.7,218.2,3,1,12.6,2,48.6,731,MEDIUM
247.3,35,3,5,32.3,2,59.9,1333,MEDIUM
105.1,247.9,2,2,7,2,87.5,464,MEDIUM
159.8,243.5,3,2,8.9,3,69.9,512,MEDIUM
72.6,428.3,0,0,3.5,1,92,298,LOW
62.4,312.7,0,0,2,1,85.6,382,LOW
159.7,143.3,2,2,11.1,2,68.5,485,MEDIUM
57.4,340.8,1,0,2.9,1,96.3,267,LOW
85.1,229.5,3,2,11.3,1,65.1,677,MEDIUM
178.2,228.6,1,1,14.6,1,56.9,437,MEDIUM
133.3,224.5,3,0,15.5,1,81.8,600,MEDIUM
103.9,219.7,4,2,20.6,1,86.5,504,MEDIUM
58.2,360,0,0,5.2,1,85.2,100,LOW
235.9,127.5,4,4,56.9,2,68,1740,HIGH
44.9,492.9,1,1,4.1,1,94.7,493,LOW
330.4,63.7,3,3,52.1,4,52.9,656,HIGH
115,164.1,4,2,13.6,1,66.9,1120,MEDIUM
70,279.8,1,1,17.1,2,76.4,498,MEDIUM
365.7,124.4,4,3,18,3,49.2,1440,HIGH
367.3,52.8,6,4,18,3,63.4,1441,HIGH
273.2,108.1,5,3,44.8,4,50.7,1094,HIGH
145.8,106.5,2,0,23.8,2,90,687,MEDIUM
169.8,253.5,1,2,20.1,2,64,395,MEDIUM
78.9,349.5,0,1,9.7,1,88,441,LOW
73.6,386.6,0,0,3.9,1,96.9,462,LOW
108,183.9,3,0,22.8,2,90,878,MEDIUM
52.7,356.1,0,0,8.5,1,88.8,320,LOW
137.2,100,3,2,10.5,1,77.4,1135,MEDIUM
286.4,136.6,4,2,40.4,4,48.7,787,HIGH
72,186.2,0,0,8,1,85.2,217,LOW
131.4,327.3,1,0,28.2,2,73.8,663,MEDIUM
267.3,77.2,4,2,48.9,3,45,1226,MEDIUM
46.1,423.3,0,0,6.2,1,95.6,324,MEDIUM
47.2,309.9,0,1,4.4,1,99.4,432,LOW
78.1,413.8,0,0,2.4,1,93.1,383,LOW
294.8,120.6,10,4,60.4,4,51.9,1739,HIGH
70,193.8,4,0,25.3,1,81.8,659,MEDIUM
95.7,499.5,0,0,8.9,1,96,403,MEDIUM
145.2,223.1,3,1,22.5,1,72.1,453,MEDIUM
33.2,218.5,0,0,1.5,1,92.9,206,LOW
118.4,175.8,1,0,11.5,2,79,738,MEDIUM
